100
10
0.034243 0.523772 0.031639 0.753174 0.591588 0.822891 0.329579
0.232078 0.536528 0.430618 0.403581 0.987325 0.966910 0.850531
0.867514 0.311605 0.148390 0.997599 0.639523 0.468075 0.931915
0.690773 0.815407 0.541535 0.572807 0.159216 0.945250 0.821334
0.155414 0.041075 0.343613 0.110019 0.096538 0.518773 0.022405
0.561484 0.856876 0.516908 0.674525 0.737175 0.698460 0.022800
0.191984 0.670991 0.345872 0.066290 0.140710 0.921117 0.221656
0.380115 0.586016 0.167313 0.026340 0.691126 0.762344 0.713695
0.077324 0.589809 0.925503 0.929698 0.430446 0.505970 0.831256
0.919236 0.601638 0.723836 0.519337 0.490817 0.161419 0.976116
0.574360 0.273251 0.531427 0.698558 0.667049 0.097433 0.548736
